pair_idx,scene_name,sequence_name,split_a,split_b,rel_a,rel_b,selected_variant,yaw_diff_deg,pitch_diff_deg,geodesic_rot_deg,baseline,D_total,D_med,D_bias,rot_err_deg,trans_dir_err_deg
116,Street,img,,,Street/img/image2_001783.png,Street/img_east/image_east_0126.png,v3_B2A_p2_s2,50.658811,7.695734,53.878013,nan,8.188007332419133,3.5874695786801283,4.6005377537390055,1.3005509811976894,nan
117,Street,img_east,,,Street/img_east/image_east_0410.png,Street/img/image2_000541.png,v0_A2B_p1_s1,62.691284,5.365234,63.209952,nan,241.05602937023477,35.347022277307445,205.70900709292732,85.1565665961706,nan
118,GreatCourt,seq1,,,GreatCourt/seq1/frame00036.png,GreatCourt/seq5/frame00266.png,v3_B2A_p2_s2,60.059344,0.928932,60.066334,nan,17.75640479734726,9.062662407144781,8.693742390202479,1.619228439661589,16.690544315032973
119,Street,img_north,,,Street/img_north/image_north_2_0206.png,Street/img_east/image_east_0181.png,v3_B2A_p2_s2,61.495959,4.699511,61.925886,nan,11.792165588077475,1.7775747658101124,10.014590822267364,2.7146818469795537,nan
120,GreatCourt,seq5,,,GreatCourt/seq5/frame00316.png,GreatCourt/seq3/frame00370.png,v3_B2A_p2_s2,56.008208,0.002468,56.696145,nan,402.7891160522578,52.93911448090895,349.85000157134886,113.16016676444357,50.0269671253585
121,Street,img,,,Street/img/image2_000927.png,Street/img_north/image_north_1_0376.png,v1_A2B_p2_s2,59.750108,2.650937,59.846188,nan,45.36969399909751,29.7218265289854,15.64786747011211,2.178173761806252,nan
122,Street,img_east,,,Street/img_east/image_east_0524.png,Street/img/image2_000031.png,v0_A2B_p1_s1,54.83316,2.026068,55.423445,nan,13.292462285679678,4.5927352515599384,8.69972703411974,6.100421882949481,nan
123,GreatCourt,seq1,,,GreatCourt/seq1/frame00094.png,GreatCourt/seq3/frame00239.png,v1_A2B_p2_s2,62.626723,8.308694,63.653868,nan,218.72688825991443,48.39932821600224,170.3275600439122,88.42831498699651,84.52846516592463
124,Street,img_north,,,Street/img_north/image_north_1_0428.png,Street/img_east/image_east_0384.png,v0_A2B_p1_s1,63.692277,4.76367,63.872095,nan,26.924526606730424,8.565254290738736,18.35927231599169,1.997316010356607,nan
125,GreatCourt,seq5,,,GreatCourt/seq5/frame00350.png,GreatCourt/seq3/frame00337.png,v3_B2A_p2_s2,50.692406,2.715122,51.398654,nan,35.87175234479284,34.57317811774062,1.298574227052221,4.795231493483965,74.17679544784568
126,Street,img,,,Street/img/image2_001210.png,Street/img_north/image_north_1_0292.png,v0_A2B_p1_s1,60.11339,5.274776,60.370012,nan,17.220574671774745,1.4845008556988855,15.736073816075859,1.2503895048041718,nan
127,Street,img_east,,,Street/img_east/image_east_0136.png,Street/img/image2_001839.png,v0_A2B_p1_s1,54.420935,0.493151,54.65858,nan,8.555907979384674,4.159454569667505,4.396453409717168,1.9117582405340394,nan
128,Street,img_north,,,Street/img_north/image_north_1_0430.png,Street/img_east/image_east_0386.png,v3_B2A_p2_s2,59.057067,1.524861,59.283201,nan,94.10430386751713,30.134628870871985,63.96967499664514,2.7562235450000396,nan
129,GreatCourt,seq5,,,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00244.png,v1_A2B_p2_s2,55.340277,5.695269,56.269562,nan,31.873486133788532,19.148050117484125,12.725436016304405,6.655766204854356,61.04925169752944
130,Street,img,,,Street/img/image2_002338.png,Street/img/image2_002434.png,v0_A2B_p1_s1,52.771952,1.518655,53.481901,nan,12.181840913090499,7.919392365596444,4.2624485474940546,1.0256178932898663,nan
131,Street,img_east,,,Street/img_east/image_east_0076.png,Street/img/image2_001988.png,v2_B2A_p1_s1,50.541122,3.391989,50.788388,nan,25.834087296895206,5.310300644583254,20.52378665231195,3.872323804233146,nan
132,Street,img_north,,,Street/img_north/image_north_2_0257.png,Street/img/image2_001210.png,v2_B2A_p1_s1,57.331539,0.434357,58.227068,nan,73.56977322465713,36.936227928856766,36.63354529580036,3.0894373137758686,nan
133,GreatCourt,seq5,,,GreatCourt/seq5/frame00202.png,GreatCourt/seq3/frame00200.png,v1_A2B_p2_s2,50.536629,0.842395,50.791492,nan,29.64679601060332,19.654879249363795,9.991916761239526,12.536510726005373,21.53217380923857
134,Street,img,,,Street/img/image2_001183.png,Street/img_west/image_west_0361.png,v1_A2B_p2_s2,63.617097,5.350025,63.826086,nan,209.55915814348506,29.497410505035106,180.06174763844996,10.687016723913965,nan
135,Street,img_east,,,Street/img_east/image_east_0227.png,Street/img/image2_001300.png,v1_A2B_p2_s2,52.627308,11.015798,53.777512,nan,7.247328730772706,1.1840222611088573,6.063306469663848,3.988962116283052,nan
136,Street,img_north,,,Street/img_north/image_north_2_0528.png,Street/img/image2_000135.png,v2_B2A_p1_s1,56.219981,2.122823,56.260487,nan,36.84261368827014,27.01707042647371,9.825543261796435,4.596372613246084,nan
137,GreatCourt,seq5,,,GreatCourt/seq5/frame00364.png,GreatCourt/seq3/frame00321.png,v2_B2A_p1_s1,55.773856,13.923073,57.351063,nan,26.33974238567957,2.891754034130016,23.447988351549554,55.22440881926382,19.3870253735935
138,Street,img,,,Street/img/image2_000787.png,Street/img_east/image_east_0357.png,v2_B2A_p1_s1,52.887319,2.87895,56.073251,nan,34.552998795382166,32.61682845657999,1.9361703388021763,2.1732260385010527,nan
139,Street,img_east,,,Street/img_east/image_east_0129.png,Street/img_north/image_north_2_0151.png,v1_A2B_p2_s2,63.829329,1.257821,63.841838,nan,27.955364970861503,12.3730831409319,15.5822818299296,5.718282270065144,nan
140,Street,img_north,,,Street/img_north/image_north_2_0234.png,Street/img/image2_001388.png,v0_A2B_p1_s1,63.530275,4.237015,64.40166,nan,20.687204434185446,11.103282965559975,9.583921468625473,8.590792542870185,nan
141,GreatCourt,seq5,,,GreatCourt/seq5/frame00315.png,GreatCourt/seq1/frame00243.png,v3_B2A_p2_s2,51.25986,4.074927,52.211364,nan,89.56030224964894,8.71254349955416,80.84775875009478,8.359237097124998,43.48607529303374
142,Street,img,,,Street/img/image2_000288.png,Street/img/image2_000249.png,v2_B2A_p1_s1,50.965777,5.760823,51.300521,nan,61.4314581004642,14.47903460195943,46.95242349850477,3.042561051294138,nan
143,Street,img_east,,,Street/img_east/image_east_0268.png,Street/img/image2_001118.png,v2_B2A_p1_s1,60.162305,1.985228,62.339973,nan,28.00438080421506,19.25650155992435,8.74787924429071,4.797313813418936,nan
144,Street,img_north,,,Street/img_north/image_north_2_0527.png,Street/img/image2_000135.png,v3_B2A_p2_s2,58.228866,4.671913,58.404864,nan,7.005024735631214,1.7791161741902812,5.225908561440933,2.371018713431243,nan
145,GreatCourt,seq5,,,GreatCourt/seq5/frame00316.png,GreatCourt/seq1/frame00243.png,v1_A2B_p2_s2,54.417141,3.124922,54.947843,nan,232.48293428554106,21.645114612119777,210.83781967342128,1.8445689298233752,40.4708600102652
146,Street,img,,,Street/img/image2_000872.png,Street/img/image2_000844.png,v0_A2B_p1_s1,52.562328,6.913989,53.006367,nan,75.58197484145595,32.583693879608994,42.998280961846945,2.754692622412229,nan
147,Street,img_east,,,Street/img_east/image_east_0268.png,Street/img/image2_001117.png,v1_A2B_p2_s2,60.518424,4.73407,63.731872,nan,41.79846017206182,16.31907632916965,25.479383842892172,4.087509170138948,nan
148,Street,img_north,,,Street/img_north/image_north_1_0577.png,Street/img/image1_000308.png,v0_A2B_p1_s1,62.903079,3.998037,63.765764,nan,30.458439300797274,15.167353672062859,15.291085628734415,4.183379799636577,nan
149,GreatCourt,seq5,,,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00334.png,v0_A2B_p1_s1,59.824537,6.783241,61.20792,nan,267.21717135447454,21.70718520991076,245.50998614456375,4.621397173606619,39.70034823242919
150,Street,img,,,Street/img/image2_000872.png,Street/img/image2_000845.png,v0_A2B_p1_s1,51.219565,4.90594,51.465364,nan,32.013377537064976,14.945819975151807,17.06755756191317,2.4147839502079718,nan
151,Street,img_east,,,Street/img_east/image_east_0130.png,Street/img_north/image_north_2_0153.png,v0_A2B_p1_s1,62.393822,0.774111,62.410784,nan,12.91086465498846,2.049074101461693,10.861790553526767,2.8747368334789734,nan
152,Street,img_north,,,Street/img_north/image_north_1_0540.png,Street/img/image2_000131.png,v1_A2B_p2_s2,52.204842,2.718826,52.832165,nan,13.208538059406756,8.440190868964882,4.768347190441874,2.200170866723432,nan
153,GreatCourt,seq5,,,GreatCourt/seq5/frame00364.png,GreatCourt/seq5/frame00366.png,v0_A2B_p1_s1,54.73371,6.452394,56.444967,nan,28.361938567244284,11.859283194921456,16.502655372322828,5.707911728162561,37.9546254063625
154,Street,img,,,Street/img/image2_001386.png,Street/img_north/image_north_1_0271.png,v1_A2B_p2_s2,61.011355,5.961473,61.903821,nan,253.62252549121527,19.616716174806204,234.00580931640906,7.9420543719974885,nan
155,Street,img_east,,,Street/img_east/image_east_0136.png,Street/img/image2_001841.png,v0_A2B_p1_s1,51.961339,2.433013,52.128329,nan,54.28429244284487,16.50336885035795,37.78092359248692,3.35406671243873,nan
156,Street,img_north,,,Street/img_north/image_north_1_0530.png,Street/img/image2_000224.png,v0_A2B_p1_s1,63.485844,4.469731,63.683579,nan,357.1139348005616,123.03749434684785,234.07644045371376,117.63319792745105,nan
157,GreatCourt,seq5,,,GreatCourt/seq5/frame00584.png,GreatCourt/seq3/frame00147.png,v2_B2A_p1_s1,56.155443,3.760986,56.745322,nan,22.84693216324164,16.21404225623587,6.632889907005769,177.93723120757647,64.12425639254721
158,Street,img,,,Street/img/image2_001448.png,Street/img_east/image_east_0193.png,v1_A2B_p2_s2,59.062973,5.655554,59.690526,nan,6.03017309859277,2.181308817844301,3.8488642807484688,3.9720628883325952,nan
159,Street,img_east,,,Street/img_east/image_east_0439.png,Street/img/image2_000432.png,v2_B2A_p1_s1,53.341721,0.855112,55.189773,nan,48.31634268384601,15.693069618157438,32.62327306568857,4.524952051315249,nan
160,Street,img_north,,,Street/img_north/image_north_1_0422.png,Street/img_east/image_east_0376.png,v1_A2B_p2_s2,62.477349,0.532873,62.570891,nan,44.78093800859586,26.530528537026157,18.250409471569704,4.056141216557617,nan
161,GreatCourt,seq5,,,GreatCourt/seq5/frame00037.png,GreatCourt/seq5/frame00359.png,v3_B2A_p2_s2,60.27973,6.227929,60.747949,nan,10.962581396244559,2.3499486247115358,8.612632771533024,3.287683993227611,51.11753956171374
162,Street,img,,,Street/img/image2_002337.png,Street/img/image2_002434.png,v0_A2B_p1_s1,55.5136,1.652853,56.473486,nan,17.99902433038231,2.9787039632383587,15.02032036714395,3.1589092098413003,nan
163,Street,img_east,,,Street/img_east/image_east_0130.png,Street/img_north/image_north_2_0152.png,v2_B2A_p1_s1,62.92108,6.330401,63.233633,nan,17.461086302724503,6.577601091952998,10.883485210771507,3.3369385054923644,nan
164,Street,img_north,,,Street/img_north/image_north_2_0405.png,Street/img/image2_000611.png,v2_B2A_p1_s1,64.714637,9.987627,65.664714,nan,248.24268677227693,2.305674613817741,245.9370121584592,1.9750457877505827,nan
165,GreatCourt,seq5,,,GreatCourt/seq5/frame00355.png,GreatCourt/seq3/frame00588.png,v2_B2A_p1_s1,54.461794,5.925052,55.062336,nan,21.926195697498066,15.854851791614857,6.071343905883209,3.4956127147820633,15.256214269738793
166,Street,img,,,Street/img/image2_000925.png,Street/img_north/image_north_1_0376.png,v1_A2B_p2_s2,57.098972,2.668715,57.288198,nan,43.90070130565747,18.3140309535359,25.58667035212157,3.438661900898958,nan
167,Street,img_east,,,Street/img_east/image_east_0477.png,Street/img/image2_000311.png,v3_B2A_p2_s2,53.918338,5.614105,54.298288,nan,18.091868821041086,16.09061627780568,2.0012525432354065,3.602057468307439,nan
168,Street,img_north,,,Street/img_north/image_north_1_0431.png,Street/img_east/image_east_0387.png,v0_A2B_p1_s1,63.923049,1.926039,64.190454,nan,24.33004605960457,9.414721286310405,14.915324773294163,7.1066933970133865,nan
169,GreatCourt,seq5,,,GreatCourt/seq5/frame00356.png,GreatCourt/seq3/frame00588.png,v0_A2B_p1_s1,56.464529,5.264032,57.271221,nan,21.893617430218818,5.370708883977523,16.522908546241293,5.652748753027021,83.13918992118467
170,Street,img,,,Street/img/image2_000272.png,Street/img/image2_000259.png,v2_B2A_p1_s1,62.827397,6.432525,63.19724,nan,8.129776837826615,4.00900304750318,4.120773790323434,4.83990460611308,nan
171,Street,img_east,,,Street/img_east/image_east_0581.png,Street/img/image1_000050.png,v1_A2B_p2_s2,64.660466,1.46437,64.71787,nan,22.205509495616013,6.31300543572572,15.892504059890292,12.459775273680659,nan
172,Street,img_north,,,Street/img_north/image_north_2_0527.png,Street/img/image2_000136.png,v3_B2A_p2_s2,50.154625,6.032851,50.613019,nan,10.055194582589195,4.548815199860823,5.506379382728372,1.9835360372792812,nan
173,GreatCourt,seq5,,,GreatCourt/seq5/frame00361.png,GreatCourt/seq2/frame00262.png,v1_A2B_p2_s2,63.083735,12.500862,64.199757,nan,30.66451687132742,20.701856271331334,9.962660599996088,6.983530187662484,54.22034974548068
174,Street,img,,,Street/img/image2_000928.png,Street/img_north/image_north_1_0375.png,v0_A2B_p1_s1,63.083727,3.541637,63.362278,nan,11.10053523658813,5.040428105201675,6.060107131386453,6.559270141350473,nan
175,Street,img_north,,,Street/img_north/image_north_1_0541.png,Street/img/image2_000130.png,v1_A2B_p2_s2,54.541586,2.540467,54.682583,nan,11.523469512603366,5.0809777146633754,6.44249179793999,5.917600599797082,nan
176,GreatCourt,seq5,,,GreatCourt/seq5/frame00358.png,GreatCourt/seq1/frame00196.png,v2_B2A_p1_s1,57.83718,11.479402,59.109215,nan,16.15525065477478,3.818329931744217,12.336920723030563,5.1669360741019315,62.95096808041726
177,Street,img,,,Street/img/image2_002335.png,Street/img/image2_002436.png,v2_B2A_p1_s1,58.834167,1.816756,59.521358,nan,34.30057775114341,22.855206167635206,11.445371583508203,2.3671928922904866,nan
178,Street,img_north,,,Street/img_north/image_north_1_0518.png,Street/img/image2_000300.png,v0_A2B_p1_s1,58.671101,1.018518,58.878537,nan,14.580011273383686,8.092386202252774,6.487625071130911,2.0153741575613098,nan
179,GreatCourt,seq5,,,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00335.png,v2_B2A_p1_s1,63.025568,7.576834,64.077458,nan,292.7986579153068,52.43046259171119,240.36819532359564,123.04607234594442,64.11429647732739
180,Street,img,,,Street/img/image2_000212.png,Street/img_west/image_west_0114.png,v2_B2A_p1_s1,57.941408,2.115774,57.988021,nan,37.31301444103872,13.63060821760099,23.682406223437724,7.02308168028055,nan
181,Street,img_north,,,Street/img_north/image_north_2_0204.png,Street/img_east/image_east_0180.png,v1_A2B_p2_s2,61.702464,2.170628,61.870993,nan,7.0994930615354255,0.7507723300586259,6.348720731476799,2.6416360187241863,nan
182,GreatCourt,seq5,,,GreatCourt/seq5/frame00257.png,GreatCourt/seq3/frame00507.png,v1_A2B_p2_s2,63.575081,6.149833,64.444296,nan,369.8280046944351,55.194661182365586,314.63334351206953,70.84716862553381,15.99336148773159
183,Street,img,,,Street/img/image2_000268.png,Street/img/image2_000262.png,v1_A2B_p2_s2,59.124607,7.640835,59.668399,nan,17.451821354310617,11.656411532396742,5.795409821913874,6.75567171554688,nan
184,Street,img_north,,,Street/img_north/image_north_2_0474.png,Street/img/image2_000399.png,v1_A2B_p2_s2,58.996147,9.452377,61.843275,nan,18.200084443074086,2.780850140649809,15.419234302424277,5.78764615208598,nan
185,Street,img,,,Street/img/image2_002336.png,Street/img/image2_002435.png,v2_B2A_p1_s1,57.818598,0.049762,58.60624,nan,29.46381647168488,15.49563010781796,13.968186363866922,2.154178288132173,nan
186,Street,img_north,,,Street/img_north/image_north_1_0420.png,Street/img_east/image_east_0375.png,v2_B2A_p1_s1,64.500099,1.005501,64.626655,nan,58.60849365551968,26.936295446163143,31.672198209356534,1.2110372648050203,nan
187,Street,img,,,Street/img/image2_000868.png,Street/img/image2_000850.png,v3_B2A_p2_s2,51.766934,4.192679,52.845343,nan,17.601669729679017,7.059569789699984,10.542099939979034,6.189177579914521,nan
188,Street,img_north,,,Street/img_north/image_north_2_0258.png,Street/img/image2_001211.png,v1_A2B_p2_s2,58.679248,2.461217,59.485964,nan,46.90633801512452,24.644553265042816,22.261784750081702,4.090914293179584,nan
189,Street,img,,,Street/img/image2_000275.png,Street/img/image2_000257.png,v3_B2A_p2_s2,56.97419,2.32736,57.053638,nan,9.022437528838935,0.9349512596846388,8.087486269154297,1.4177366297930327,nan
190,Street,img_north,,,Street/img_north/image_north_2_0509.png,Street/img/image2_000243.png,v3_B2A_p2_s2,52.82049,1.707121,52.907021,nan,12.960408408844497,4.858941988208832,8.101466420635665,6.457907444662222,nan
191,Street,img,,,Street/img/image2_000242.png,Street/img/image2_000284.png,v3_B2A_p2_s2,64.578924,4.114378,64.885573,nan,40.87085509047413,2.0311466815270074,38.839708408947125,4.424451503978327,nan
192,Street,img_north,,,Street/img_north/image_north_2_0204.png,Street/img_east/image_east_0179.png,v0_A2B_p1_s1,59.702329,4.404424,59.863869,nan,33.4009745883267,12.700423137465467,20.70055145086123,3.512432189395702,nan
193,Street,img,,,Street/img/image2_000288.png,Street/img/image2_000250.png,v0_A2B_p1_s1,60.380094,4.016013,60.642293,nan,11.84052572903459,9.171065026301294,2.669460702733297,6.709558055850848,nan
194,Street,img_north,,,Street/img_north/image_north_2_0207.png,Street/img_east/image_east_0182.png,v3_B2A_p2_s2,54.742853,6.554701,55.416459,nan,24.588589980246027,8.79710398363543,15.791485996610596,4.859308878131647,nan
195,Street,img,,,Street/img/image2_001385.png,Street/img_north/image_north_1_0271.png,v3_B2A_p2_s2,57.405214,4.798011,57.972081,nan,19.992130688672283,4.709788422038796,15.282342266633488,3.539090560166179,nan
196,Street,img_north,,,Street/img_north/image_north_2_0258.png,Street/img/image2_001210.png,v2_B2A_p1_s1,62.008224,1.42117,62.490917,nan,13.563199117833936,6.478445664159774,7.084753453674162,4.8156985491908415,nan
197,Street,img,,,Street/img/image2_000208.png,Street/img/image2_000190.png,v2_B2A_p1_s1,56.342357,2.287311,56.421214,nan,265.7300737202495,32.12085171826,233.6092220019895,3.1531411646637606,nan
198,Street,img_north,,,Street/img_north/image_north_1_0429.png,Street/img_east/image_east_0384.png,v2_B2A_p1_s1,63.453999,5.246115,63.788583,nan,51.67839141752113,11.582208635527056,40.096182781994074,1.1827907862573992,nan
199,Street,img,,,Street/img/image2_000927.png,Street/img_north/image_north_1_0375.png,v0_A2B_p1_s1,55.884372,1.433667,55.96215,nan,51.42276290451329,23.41925421838609,28.003508686127198,1.2053342886362295,nan
200,Street,img,,,Street/img/image2_000810.png,Street/img/image2_000707.png,v0_A2B_p1_s1,54.921784,7.330729,56.589609,nan,31.507700364121295,25.34868537945188,6.159014984669415,2.3187745245699736,nan
201,Street,img,,,Street/img/image2_001967.png,Street/img_north/image_north_1_0149.png,v3_B2A_p2_s2,64.684399,5.713261,65.083632,nan,5.089892771287283,4.080307512543846,1.009585258743437,2.2712240168543,nan
202,Street,img,,,Street/img/image2_000871.png,Street/img/image2_000846.png,v1_A2B_p2_s2,52.158395,0.3105,52.177076,nan,14.209898590419868,3.8605982079893315,10.349300382430537,2.7682309808060483,nan
203,Street,img,,,Street/img/image2_000290.png,Street/img/image2_000251.png,v0_A2B_p1_s1,57.301168,2.673972,57.586524,nan,61.187845062240996,16.875210048023543,44.31263501421745,7.905668593208788,nan
204,Street,img,,,Street/img/image2_000766.png,Street/img_south/image_south_1_0250.png,v2_B2A_p1_s1,53.74211,1.801799,53.777359,nan,45.057250411243544,14.421175888903978,30.63607452233957,1.6970987396719779,nan
205,Street,img,,,Street/img/image2_001778.png,Street/img_east/image_east_0128.png,v0_A2B_p1_s1,64.369179,7.308944,66.712551,nan,10.924968374619352,3.659214448158442,7.26575392646091,5.519137882894345,nan
206,Street,img,,,Street/img/image2_000209.png,Street/img/image2_000190.png,v1_A2B_p2_s2,59.812723,2.139883,59.849503,nan,167.75708476527558,23.986017583233345,143.77106718204223,1.0663124078170947,nan
207,Street,img,,,Street/img/image2_000443.png,Street/img/image2_000471.png,v1_A2B_p2_s2,60.468852,1.685535,60.533892,nan,2.6512988650127367,0.5524188621069432,2.0988800029057932,3.3792255685753108,nan
208,Street,img,,,Street/img/image2_001779.png,Street/img_east/image_east_0128.png,v2_B2A_p1_s1,62.466294,11.541963,65.286368,nan,8.373202993693674,1.7862409820641048,6.586962011629569,4.520403801084702,nan
209,Street,img,,,Street/img/image2_000213.png,Street/img_west/image_west_0114.png,v2_B2A_p1_s1,55.214558,1.031662,55.26482,nan,12.314061885538111,6.125555623987041,6.18850626155107,5.966319733784771,nan
210,Street,img,,,Street/img/image2_000925.png,Street/img_north/image_north_1_0377.png,v2_B2A_p1_s1,53.472424,2.127749,53.745107,nan,95.12796960404901,31.491330581922547,63.63663902212646,1.404434466968763,nan
211,Street,img,,,Street/img/image2_000923.png,Street/img/image2_000920.png,v2_B2A_p1_s1,51.037972,1.71156,51.12301,nan,15.593625310519927,3.25734832384205,12.336276986677877,3.1186441769556885,nan
212,Street,img,,,Street/img/image2_000289.png,Street/img/image2_000251.png,v1_A2B_p2_s2,63.987808,3.060713,64.349445,nan,21.341419831997065,3.123805511743607,18.217614320253457,3.250815660286173,nan
213,Street,img,,,Street/img/image2_002056.png,Street/img_south/image_south_1_0526.png,v1_A2B_p2_s2,61.29995,0.034262,61.317886,nan,19.87286189941893,14.934003314920094,4.938858584498837,2.4689827633918164,nan
214,Street,img,,,Street/img/image2_000587.png,Street/img_east/image_east_0393.png,v3_B2A_p2_s2,53.667697,3.210929,53.777951,nan,27.20028001838127,5.053937758266782,22.146342260114487,5.296333823179759,nan
215,Street,img,,,Street/img/image2_002340.png,Street/img/image2_002431.png,v1_A2B_p2_s2,61.089544,6.818094,61.488832,nan,31.006785957581897,22.46508666010822,8.541699297473677,2.683335981529734,nan
216,Street,img,,,Street/img/image2_000703.png,Street/img/image2_000806.png,v1_A2B_p2_s2,64.949338,2.349414,65.704033,nan,162.43494269193647,17.554921948990135,144.88002074294633,3.5422781427312073,nan
217,Street,img,,,Street/img/image2_001778.png,Street/img_east/image_east_0129.png,v3_B2A_p2_s2,64.773945,6.988315,66.868385,nan,17.268926442709425,9.044881507125748,8.224044935583677,3.9344162436735384,nan
218,Street,img,,,Street/img/image2_000651.png,Street/img_east/image_east_0365.png,v3_B2A_p2_s2,54.596012,2.953013,54.672818,nan,44.459115272215,9.060852121183704,35.3982631510313,3.349485706677758,nan
219,Street,img,,,Street/img/image2_000704.png,Street/img/image2_000807.png,v1_A2B_p2_s2,63.940035,4.887104,64.973006,nan,40.506107704551866,10.290565396973369,30.2155423075785,2.495899720192634,nan
220,Street,img,,,Street/img/image2_002336.png,Street/img/image2_002434.png,v0_A2B_p1_s1,59.153809,0.36582,60.178841,nan,5.3750712860583025,4.176015580509684,1.1990557055486184,2.9398202218010234,nan
221,Street,img,,,Street/img/image2_000871.png,Street/img/image2_000845.png,v1_A2B_p2_s2,58.990343,2.310186,59.035488,nan,38.943757431205306,5.244119954757587,33.69963747644772,1.9204427028364122,nan
222,Street,img,,,Street/img/image2_000208.png,Street/img/image2_000189.png,v1_A2B_p2_s2,58.355998,0.660701,58.359943,nan,35.57242003916444,20.074009154942747,15.498410884221697,1.774206748160207,nan
223,Street,img,,,Street/img/image2_001969.png,Street/img_north/image_north_1_0148.png,v2_B2A_p1_s1,53.908693,7.544531,54.702047,nan,46.94676796461264,14.523336414628355,32.42343154998429,1.5629295495416027,nan
224,Street,img,,,Street/img/image2_001754.png,Street/img_west/image_west_0457.png,v0_A2B_p1_s1,52.861152,10.306841,54.019604,nan,41.072107197391986,11.600307973485108,29.47179922390688,1.7576051659942398,nan
225,Street,img,,,Street/img/image2_000866.png,Street/img/image2_000852.png,v3_B2A_p2_s2,53.090835,3.548638,53.594073,nan,20.183995669021847,10.669588809479526,9.514406859542323,4.452505537157367,nan
226,Street,img,,,Street/img/image2_000856.png,Street/img/image2_000861.png,v3_B2A_p2_s2,51.787677,0.380367,51.830901,nan,9.155333647834535,2.423114860873118,6.732218786961417,1.279164999137729,nan
227,Street,img,,,Street/img/image2_002057.png,Street/img_south/image_south_1_0527.png,v2_B2A_p1_s1,55.35544,0.950115,55.382441,nan,23.660767289805307,5.115800198182805,18.544967091622503,3.393780557385504,nan
228,Street,img,,,Street/img/image2_000213.png,Street/img_west/image_west_0115.png,v1_A2B_p2_s2,53.937819,3.042734,54.086478,nan,262.1517569006909,48.97323823686563,213.17851866382523,20.958458557053245,nan
229,Street,img,,,Street/img/image2_000267.png,Street/img/image2_000262.png,v0_A2B_p1_s1,60.207336,7.017248,60.589203,nan,13.599101695022782,6.084582259219954,7.514519435802827,10.138330077571842,nan
230,Street,img,,,Street/img/image2_000206.png,Street/img/image2_000191.png,v2_B2A_p1_s1,57.911715,4.437146,58.143427,nan,278.6810464124767,38.07702440384182,240.60402200863487,2.9783733096707175,nan
231,Street,img,,,Street/img/image2_000926.png,Street/img_north/image_north_1_0375.png,v2_B2A_p1_s1,50.556373,2.763311,50.699811,nan,8.593326332705418,7.004716911427559,1.5886094212778588,1.8112986434041147,nan
232,Street,img,,,Street/img/image2_000274.png,Street/img/image2_000257.png,v0_A2B_p1_s1,64.002919,3.677244,64.09808,nan,7.50920740219828,3.9511638098938477,3.5580435923044322,1.9883432346990533,nan
233,Street,img,,,Street/img/image2_002112.png,Street/img_east/image_east_0067.png,v3_B2A_p2_s2,51.725712,0.518485,51.760449,nan,33.21599727911172,15.406810577027429,17.809186702084293,6.642618451874585,nan
234,Street,img,,,Street/img/image2_000290.png,Street/img/image2_000250.png,v2_B2A_p1_s1,50.889185,0.615589,50.981082,nan,30.633137441131723,18.63932248082909,11.993814960302634,8.738470243975437,nan
235,Street,img,,,Street/img/image2_000810.png,Street/img/image2_000706.png,v0_A2B_p1_s1,57.893796,5.435544,59.277058,nan,54.933132233603864,42.81310859316621,12.12002364043765,5.887927404206261,nan
236,Street,img,,,Street/img/image2_000270.png,Street/img/image2_000261.png,v3_B2A_p2_s2,50.555129,8.888283,51.509787,nan,6.384231728977383,1.5469065965761135,4.837325132401269,5.479016197505661,nan
237,Street,img,,,Street/img/image2_001447.png,Street/img_east/image_east_0192.png,v3_B2A_p2_s2,63.700557,3.978002,64.271575,nan,10.658142327940123,1.8505245462695998,8.807617781670523,5.539230027041681,nan
238,Street,img,,,Street/img/image2_000177.png,Street/img_west/image_west_0115.png,v1_A2B_p2_s2,56.5085,6.068879,58.219764,nan,15.014132150480044,6.374275713989172,8.639856436490872,4.559721742827621,nan
239,Street,img,,,Street/img/image2_001211.png,Street/img_north/image_north_1_0292.png,v3_B2A_p2_s2,56.715824,6.234545,57.178439,nan,21.181263648922084,4.031735865764019,17.149527783158064,2.5749567083165092,nan
240,Street,img,,,Street/img/image2_000209.png,Street/img/image2_000188.png,v0_A2B_p1_s1,63.268396,0.347099,63.272978,nan,37.02130755840997,19.908571565367236,17.112735993042737,1.9376378420746412,nan
241,Street,img,,,Street/img/image2_001211.png,Street/img_north/image_north_1_0293.png,v2_B2A_p1_s1,58.553304,5.399296,58.900338,nan,19.746284291762105,6.978436247746248,12.767848044015857,0.6262576531868925,nan
242,Street,img,,,Street/img/image2_000247.png,Street/img/image2_000244.png,v2_B2A_p1_s1,54.319017,2.018956,54.390952,nan,9.221605134674927,3.7913952784020912,5.430209856272836,8.172031650410098,nan
243,Street,img,,,Street/img/image2_001212.png,Street/img_north/image_north_1_0292.png,v1_A2B_p2_s2,59.232186,3.766319,59.386593,nan,22.46161212722306,2.4891407302801913,19.97247139694287,2.9595818014694726,nan
