pair_idx,pair_dir,selected_variant,interpose_RE_deg,interpose_TE_deg,pair_only_RE_deg,pair_only_TE_deg,delta_RE_deg_inter_minus_pair,delta_TE_deg_inter_minus_pair
140,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00140_ceb252f5d441,v3_B2A_p2_s2,1.0650506405669193,2.6067056110265048,nan,nan,nan,nan
141,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00141_4ff8650b5c11,v0_A2B_p1_s1,7.467431763468937,2.700672984188801,nan,nan,nan,nan
142,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00142_adf35184a12d,v2_B2A_p1_s1,2.7657919796329833,1.9593788000079784,nan,nan,nan,nan
143,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00143_91afb9910b04,v1_A2B_p2_s2,1.7907814143561462,2.0241260870202504,nan,nan,nan,nan
144,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00144_eb4cf52988f8,v0_A2B_p1_s1,2.810227289106307,2.602768563472552,nan,nan,nan,nan
145,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00145_35872363e17a,v3_B2A_p2_s2,18.115548251197726,6.197906831685707,nan,nan,nan,nan
146,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00146_1ba74c22670a,v1_A2B_p2_s2,3.695911795578571,5.364589242184734,nan,nan,nan,nan
147,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00147_d9b637662374,v1_A2B_p2_s2,5.076886625325244,4.3500913558573275,nan,nan,nan,nan
148,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00148_1da888bdedfc,v2_B2A_p1_s1,4.055006566594056,6.206598843324363,nan,nan,nan,nan
149,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00149_3bb3bb4d3e87,v3_B2A_p2_s2,3.6877110701506335,1.9014790546108113,nan,nan,nan,nan
150,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00150_d904ae2998f7,v3_B2A_p2_s2,8.174700201398602,13.131868677729079,nan,nan,nan,nan
